dataset,variant,n,exact_match,bleu4,meteor,bertscore_f1
Numbers_Data,colour,372,0.0,17.971433842045183,0.3168150161687332,0.7625791430473328
Numbers_Data,bw,372,0.0,8.40510886079445,0.21562914742933473,0.6287236213684082
Shapes_Data,colour,372,0.0,17.65228190777682,0.37841787487651274,0.736053466796875
Shapes_Data,bw,372,0.0,18.144524779122207,0.3728212727008359,0.7264688014984131
TicTacToe_Data,colour,370,0.0,36.00218981292353,0.5140967150471099,0.8075562119483948
TicTacToe_Data,bw,380,0.005263157894736842,39.14152892967971,0.5171880158688599,0.8182191252708435
